city,latitude,longitude,vehicle_type,nearest_place_name,place_category,distance_to_place,weather_date,temperature,precipitation,wind_speed,business_quarter
Berlin,52.52588761160359,13.381342407317565,bike,The Klub Kitchen,Restaurant,1589.3928328931945,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.50104584526873,13.435616622539207,bike,Mama Vân - Sài Gòn Deli,Restaurant,2997.3191159242538,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.528370350344936,13.42537449826404,unknown,Neue Babylon Berlin GmbH,Indie Movie Theater,985.3981289180854,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.53506876649265,13.413214011884453,bike,The Klub Kitchen,Restaurant,1001.015598634258,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.51376113919655,13.40772814799272,bike,Mama Vân - Sài Gòn Deli,Restaurant,1046.4000123643489,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.54874339115032,13.387023440831738,bike,The Klub Kitchen,Restaurant,2617.783539283072,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.506906455565776,13.372399089707704,bike,Madami,Restaurant,3074.7199660035635,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.53694746549925,13.431376917000376,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1828.8200906906443,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.50815386631936,13.414539127594429,bike,Mama Vân - Sài Gòn Deli,Restaurant,1683.9589992666026,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.5351932887659,13.355100544893942,bike,The Klub Kitchen,Restaurant,3455.644471561281,2023-10-24,11.1,12.7,11.3,Q4
Berlin,52.513381331872445,13.407784737345974,bike,Mama Vân - Sài Gòn Deli,Restaurant,1087.5862862047784,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.51165120853829,13.392113002205226,bike,Madami,Restaurant,1726.053771032019,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.549839534855,13.422849199463158,bike,The Klub Kitchen,Restaurant,2750.0850948618463,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.50830151123757,13.422149030663164,bike,Mama Vân - Sài Gòn Deli,Restaurant,1832.030858172933,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.51069377192334,13.369647242110398,bike,Madami,Restaurant,3007.428106797566,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.51105383482212,13.354198762253803,bike,The Klub Kitchen,Restaurant,3892.333262110655,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.53386687040743,13.4372208659631,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1962.0398668326009,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.53523031389421,13.393666663354376,bike,The Klub Kitchen,Restaurant,1109.8692044538054,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.50630825724458,13.432520996534016,unknown,Mama Vân - Sài Gòn Deli,Restaurant,2403.442409737003,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.5321012027898,13.386137927791276,bike,The Klub Kitchen,Restaurant,1338.758944709491,2023-10-25,10.9,7.8,9.1,Q4
Berlin,52.50315445744525,13.43279199936634,bike,Mama Vân - Sài Gòn Deli,Restaurant,2695.094810646738,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.51729728745924,13.351017231218815,bike,The Klub Kitchen,Restaurant,3816.643991567228,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.53859061792512,13.386976209068806,unknown,The Klub Kitchen,Restaurant,1693.4944037567482,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.502774674403405,13.365116724681902,bike,Madami,Restaurant,3746.551670955328,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.5498480191217,13.368347910733949,bike,The Klub Kitchen,Restaurant,3472.903155512469,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.51148160122837,13.3950200888614,bike,Madami,Restaurant,1619.0446535489125,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.50661788704718,13.41554990738424,bike,Mama Vân - Sài Gòn Deli,Restaurant,1864.698187786748,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.50270324928089,13.378062255567814,bike,Madami,Restaurant,3104.098321766216,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.51652996303875,13.397510043304028,bike,Madami,Restaurant,1078.7669936711218,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.54469617671271,13.421081787225058,bike,The Klub Kitchen,Restaurant,2190.510543736916,2023-10-26,9.7,0.7,10.1,Q4
Berlin,52.51489830849724,13.380969132464712,bike,Madami,Restaurant,2109.779717140305,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.52823853638008,13.440765932572532,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2007.685060271938,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.50907646507059,13.38743024462166,bike,Madami,Restaurant,2151.451529925268,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.52773855446232,13.418486195144126,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,520.7618418526082,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.51186392290772,13.382288726479644,bike,Madami,Restaurant,2207.1838908304994,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.522062331276814,13.38340856422427,bike,The Klub Kitchen,Restaurant,1570.142174092939,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.54140739424869,13.350789216226708,bike,The Klub Kitchen,Restaurant,3950.551954347981,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.51084775586819,13.425323378819469,bike,Mama Vân - Sài Gòn Deli,Restaurant,1704.1728869124852,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.54738049732727,13.3938550697755,bike,The Klub Kitchen,Restaurant,2297.972946920257,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.5065396098846,13.437999175372294,unknown,Mama Vân - Sài Gòn Deli,Restaurant,2636.1430905662955,2023-10-27,8.9,8.3,9.5,Q4
Berlin,52.51374408835648,13.435564629333458,bike,Mama Vân - Sài Gòn Deli,Restaurant,2012.0631182855377,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52743389788985,13.38273133260282,bike,The Klub Kitchen,Restaurant,1481.507143457519,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52005426863053,13.365279702770174,bike,The Klub Kitchen,Restaurant,2801.053960517329,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.53486387742954,13.414254407820426,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1016.427053921176,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.54178480553727,13.352079551900802,bike,The Klub Kitchen,Restaurant,3886.466410761419,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.54262894336273,13.402037698862223,bike,The Klub Kitchen,Restaurant,1660.370089889474,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52725427536322,13.447471743651075,unknown,Neue Babylon Berlin GmbH,Indie Movie Theater,2450.47427577424,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52617301684651,13.3782437234162,bike,The Klub Kitchen,Restaurant,1794.5848731307813,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52346805816617,13.385606136991155,bike,The Klub Kitchen,Restaurant,1372.8117552699864,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.52936726696652,13.44321993340297,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2191.5388194095085,2023-10-28,9.6,13.4,7.8,Q4
Berlin,52.53144481384817,13.399257611594516,bike,The Klub Kitchen,Restaurant,542.974572318548,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.54226487228562,13.431551808969113,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2276.505112348437,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.51750038946141,13.356210469962054,unknown,The Klub Kitchen,Restaurant,3475.1925395013795,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.503043103613074,13.40351163076585,bike,Mama Vân - Sài Gòn Deli,Restaurant,2271.235770401618,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.53482957992156,13.35906253888845,bike,The Klub Kitchen,Restaurant,3184.991885606472,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.512582531699024,13.360524039114098,bike,The Klub Kitchen,Restaurant,3434.3231694667,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.52640745079963,13.374061651059169,bike,The Klub Kitchen,Restaurant,2075.087442342829,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.52176512535746,13.412334643313118,bike,Mama Vân - Sài Gòn Deli,Restaurant,205.8816743237157,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.53431224592901,13.448125049968429,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2660.3512437731542,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.53257794855735,13.401176785410332,bike,The Klub Kitchen,Restaurant,580.2746305435854,2023-10-29,11.7,4.5,16.8,Q4
Berlin,52.53984255251882,13.382254002814024,unknown,The Klub Kitchen,Restaurant,2022.2092473846092,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.52249149423468,13.396308760356709,bike,The Klub Kitchen,Restaurant,812.6091334479029,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.50203096457209,13.401331696624895,bike,Mama Vân - Sài Gòn Deli,Restaurant,2414.109227890704,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.50612454650148,13.37488072864736,bike,Madami,Restaurant,2996.0954474857367,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.53799012642165,13.435781029460529,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2131.119890695549,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.51249681187556,13.386335319423823,bike,Madami,Restaurant,1945.2217686473948,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.531345895110974,13.351806462113952,bike,The Klub Kitchen,Restaurant,3601.466256493785,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.53639221791873,13.435396846642414,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2002.2990181430048,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.5282639317785,13.43309229055602,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1493.338405580617,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.50468167312823,13.422145763646768,bike,Mama Vân - Sài Gòn Deli,Restaurant,2200.055366225883,2023-10-30,12.6,1.8,13.7,Q4
Berlin,52.5024115223716,13.411557707681672,bike,Mama Vân - Sài Gòn Deli,Restaurant,2298.357524548281,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.5179404623145,13.40586378957169,bike,Madami,Restaurant,635.4034942198641,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.54667056651291,13.375477619369043,bike,The Klub Kitchen,Restaurant,2882.301109126707,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.51593548173933,13.446711651206591,bike,Mama Vân - Sài Gòn Deli,Restaurant,2605.0218040839254,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.5322818392868,13.413350612716584,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,722.7220617583575,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.51693659530073,13.406325786546704,bike,Mama Vân - Sài Gòn Deli,Restaurant,727.8949432526919,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.53742594479065,13.35286132597861,bike,The Klub Kitchen,Restaurant,3668.119039347896,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.543313010897855,13.442780242732525,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2877.79411476025,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.54445590445945,13.370115886762864,bike,The Klub Kitchen,Restaurant,2983.4202877915327,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.53410874429818,13.400215689786728,unknown,The Klub Kitchen,Restaurant,762.5633847436536,2023-10-31,11.2,4.4,16.1,Q4
Berlin,52.52976249596768,13.434411547855689,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1617.7146850202316,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.51376836757676,13.368083487785592,bike,The Klub Kitchen,Restaurant,2926.001646990489,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.542218953444525,13.418324348710266,bike,The Klub Kitchen,Restaurant,1858.0418832042883,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.535102130432776,13.444234495073106,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2450.44698422732,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.52877902483801,13.4004793842044,unknown,The Klub Kitchen,Restaurant,297.6869590152205,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.53241521153085,13.373523962411964,bike,The Klub Kitchen,Restaurant,2167.815213647965,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.52769584341248,13.430730908818372,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1324.8698666594833,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.520692771233726,13.36464734418071,bike,The Klub Kitchen,Restaurant,2821.210694877359,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.51862625799663,13.362092326777937,bike,The Klub Kitchen,Restaurant,3056.965725700088,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.5397930398629,13.443842208994054,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2688.622282774036,2023-11-01,10.1,0.0,11.8,Q4
Berlin,52.53782060553295,13.431195593486397,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1886.7623297667644,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.54671779822089,13.395722009923794,bike,The Klub Kitchen,Restaurant,2190.136494660961,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.52856847229258,13.415650973928187,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,412.9258296468559,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.54763891321827,13.357050295693092,unknown,The Klub Kitchen,Restaurant,3907.524931441464,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.540492110899386,13.380974912876386,bike,The Klub Kitchen,Restaurant,2135.1015999129336,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.51971293655135,13.397900825235396,bike,Madami,Restaurant,842.8149720355797,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.52828489778002,13.411912859978331,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,268.13262491293017,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.52844872031074,13.359541480067833,bike,The Klub Kitchen,Restaurant,3055.6796491067157,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.51801475505729,13.447234535362943,bike,Mama Vân - Sài Gòn Deli,Restaurant,2578.869015275605,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.54776310271967,13.406230166722237,bike,The Klub Kitchen,Restaurant,2225.8027390489638,2023-11-02,11.1,4.5,16.3,Q4
Berlin,52.54294432371692,13.44197521893162,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2809.7981699454185,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.5257058079256,13.419294634269535,unknown,Neue Babylon Berlin GmbH,Indie Movie Theater,533.843653016521,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.52120212271445,13.40710422519157,bike,Madami,Restaurant,266.3177773227404,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.54836483831193,13.383437392030284,bike,The Klub Kitchen,Restaurant,2701.134139650757,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.54085929499636,13.391481432367373,bike,The Klub Kitchen,Restaurant,1703.756068478894,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.54436234626966,13.396336352340509,bike,The Klub Kitchen,Restaurant,1926.8869297558645,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.533658360820375,13.430395210944972,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1549.9480192620294,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.50773676016148,13.398689931368084,bike,Madami,Restaurant,1869.234616127848,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.53603825371728,13.399555559895832,bike,The Klub Kitchen,Restaurant,978.8062653695024,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.53761816304672,13.38010816827205,bike,The Klub Kitchen,Restaurant,1987.0828209693996,2023-11-03,9.4,0.1,11.3,Q4
Berlin,52.527051681962114,13.405906058243994,bike,The Klub Kitchen,Restaurant,122.99525235476015,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.51601669448085,13.422247418027574,bike,Mama Vân - Sài Gòn Deli,Restaurant,1134.2954328358237,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.5329289277139,13.404575269292677,bike,The Klub Kitchen,Restaurant,572.1823796612484,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.50861006973865,13.377570125502068,bike,Madami,Restaurant,2680.401488300816,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.52068356558387,13.408335039475777,unknown,Mama Vân - Sài Gòn Deli,Restaurant,290.49189836089647,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.51648915834876,13.395895103224378,bike,Madami,Restaurant,1162.050426006224,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.53276323989439,13.435732020562286,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1817.5243865951,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.51925138844266,13.437732450746328,bike,Mama Vân - Sài Gòn Deli,Restaurant,1919.3728048020423,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.53080329027553,13.404448023805106,bike,The Klub Kitchen,Restaurant,335.7204994021181,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.53719380807877,13.357562603743624,bike,The Klub Kitchen,Restaurant,3356.189674247958,2023-11-04,8.6,3.1,17.1,Q4
Berlin,52.52600361848173,13.43684725116138,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1724.779628372765,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.52483329905442,13.445522614493312,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2316.568684595192,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.52633023149573,13.412669011717616,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,96.859000758422,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.54831419784534,13.420108527061704,bike,The Klub Kitchen,Restaurant,2516.2780641894296,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.549315928914176,13.376756536625148,bike,The Klub Kitchen,Restaurant,3048.9930669070623,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.53449944175265,13.427146703165118,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1433.2104583472951,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.51449233594237,13.43015067049909,unknown,Mama Vân - Sài Gòn Deli,Restaurant,1658.269082752743,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.54125666774898,13.393095448079816,bike,The Klub Kitchen,Restaurant,1688.51461431908,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.537331988761935,13.410003846096483,bike,The Klub Kitchen,Restaurant,1124.7078380107732,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.52162182840101,13.444160997579152,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2271.5119779926245,2023-11-05,9.4,6.3,17.4,Q4
Berlin,52.5499114966598,13.444277133406256,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,3479.825930953981,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.54836202557031,13.351588149189626,bike,The Klub Kitchen,Restaurant,4261.103760587918,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.52056612804609,13.370706778304651,unknown,The Klub Kitchen,Restaurant,2433.7156300388933,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.51070553059669,13.405060891898236,bike,Mama Vân - Sài Gòn Deli,Restaurant,1416.2012608335292,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.53979175696748,13.440667544855977,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2515.3788380811257,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.51616271791598,13.393955077945511,bike,Madami,Restaurant,1286.4421494973,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.509705265044,13.377321534190289,bike,Madami,Restaurant,2621.2269299623567,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.53497442373879,13.44967850540058,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2785.134163661361,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.53442362843099,13.43703001300888,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,1979.4402966465568,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.536845373866896,13.394680411823003,bike,The Klub Kitchen,Restaurant,1210.327675425911,2023-11-06,10.4,0.0,19.8,Q4
Berlin,52.52249837908145,13.405713180529736,bike,Madami,Restaurant,229.3220334064048,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.536829027201286,13.4362280337695,unknown,Neue Babylon Berlin GmbH,Indie Movie Theater,2076.4730076690557,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.53569195674381,13.447734850254614,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,2693.9487603653606,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.52412316724242,13.353533861984037,bike,The Klub Kitchen,Restaurant,3486.599885324622,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.50874913765018,13.436400046099443,bike,Mama Vân - Sài Gòn Deli,Restaurant,2389.036191070227,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.53217104328781,13.382615127669458,bike,The Klub Kitchen,Restaurant,1566.6830198222451,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.535112640398445,13.393319072512051,bike,The Klub Kitchen,Restaurant,1116.1091774541355,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.53936265975971,13.362284215999326,bike,The Klub Kitchen,Restaurant,3144.256380065491,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.51464927541095,13.434306612651314,bike,Mama Vân - Sài Gòn Deli,Restaurant,1887.4722308774096,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.54849227770024,13.407572748750264,bike,The Klub Kitchen,Restaurant,2313.125202962461,2023-11-07,9.2,0.0,16.0,Q4
Berlin,52.51539731459703,13.398059840648104,unknown,Madami,Restaurant,1147.051322049726,2023-11-08,8.3,0.4,16.0,Q4
Berlin,52.54805801838985,13.401592589552047,bike,The Klub Kitchen,Restaurant,2264.635225684037,2023-11-08,8.3,0.4,16.0,Q4
Berlin,52.52968370889135,13.410932245764537,bike,Neue Babylon Berlin GmbH,Indie Movie Theater,423.1978152048,2023-11-08,8.3,0.4,16.0,Q4
Berlin,52.519630541702114,13.428244803829378,bike,Mama Vân - Sài Gòn Deli,Restaurant,1285.8172443806675,2023-11-08,8.3,0.4,16.0,Q4
Berlin,52.54915477096915,13.402991551493145,bike,The Klub Kitchen,Restaurant,2380.1125749176804,2023-11-08,8.3,0.4,16.0,Q4
Berlin,52.54562152899775,13.404640335964588,bike,The Klub Kitchen,Restaurant,1984.5911331087595,2023-11-08,8.3,0.4,16.0,Q4
